claim,url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,username,displayname,description,rawDescription,descriptionUrls,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,linkUrl,linkTcourl,profileImageUrl,profileBannerUrl,label,user_id
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/rbassett52/status/1206644684283678721,2019-12-16 18:38:05+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ https://t.co/XMAxT5RHN7,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ rt.com/news/475926-op…,1206644684283678720,0.0,0.0,0.0,0.0,1.2066446842836787e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/XMAxT5RHN7'],,,,,,,,,,rbassett52,Robert Bassett,,,,False,2010-07-08 16:56:15+00:00,314.0,25.0,148017.0,18.0,172.0,19031.0,Florida,False,,,https://pbs.twimg.com/profile_images/599730567039463424/st2tuVTq_normal.png,,,164342281
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/WatchingHawks/status/1206630776005111808,2019-12-16 17:42:49+00:00,"New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’

https://t.co/sjA6Mba2k0","New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’

rt.com/news/475926-op…",1206630776005111808,0.0,2.0,4.0,0.0,1.2066307760051118e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/sjA6Mba2k0'],,,,,,,,,,WatchingHawks,Watching The Hawks,We watch the hawks. Like the news is supposed to. Catch us weeknights at 6PM on @RT_America.,We watch the hawks. Like the news is supposed to. Catch us weeknights at 6PM on @RT_America.,,False,2015-03-02 21:46:31+00:00,7033.0,494.0,8537.0,2634.0,109.0,1483.0,"Washington, DC",False,https://www.youtube.com/watchingthehawks,https://t.co/mhWilqJq46,https://pbs.twimg.com/profile_images/999348081974902784/oR5sIeMs_normal.jpg,https://pbs.twimg.com/profile_banners/3058517838/1580407737,"UserLabel(description='Russia state-affiliated media', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",3058517838
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/RussiaJamaica/status/1206604333200134144,2019-12-16 15:57:45+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/veSJlUXpMT,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206604333200134144,0.0,0.0,0.0,0.0,1.2066043332001341e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/veSJlUXpMT'],,,,,,,,,,RussiaJamaica,RusEmb in Jamaica,Посольство России в Ямайке,Посольство России в Ямайке,,True,2011-02-08 12:26:58+00:00,2467.0,303.0,6855.0,14.0,79.0,371.0,Jamaica,False,http://rejamaica.ru/,http://t.co/qdK5k7BGWJ,https://pbs.twimg.com/profile_images/1197922549365129217/apIYXWl-_normal.jpg,https://pbs.twimg.com/profile_banners/249125650/1444134721,,249125650
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/markgeorgehann1/status/1206569920030314496,2019-12-16 13:41:00+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/a7JMGAdIyr,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206569920030314496,0.0,0.0,0.0,0.0,1.2065699200303145e+18,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/a7JMGAdIyr'],,,,,,,,,,markgeorgehann1,M. H,"I will stand for truth, Anti BS on all levels. Hate corruption, and corporate greed.","I will stand for truth, Anti BS on all levels. Hate corruption, and corporate greed.",,False,2014-11-15 03:39:46+00:00,210.0,700.0,9468.0,2135.0,4.0,69.0,,False,,,https://pbs.twimg.com/profile_images/776155092202364928/SZ62BaLb_normal.jpg,,,2899885098
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/mjh0421/status/1206568943546187777,2019-12-16 13:37:07+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/GvjKNix14R,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206568943546187776,0.0,0.0,0.0,0.0,1.2065689435461878e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/GvjKNix14R'],,,,,,,,,,mjh0421,Mervyn Hyde,,,,False,2011-07-06 08:31:08+00:00,1072.0,2260.0,36089.0,23450.0,15.0,853.0,,False,,,https://pbs.twimg.com/profile_images/487313853256962048/phe4Id0U_normal.png,,,330210724
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/RealJoelGomes/status/1206551245848227844,2019-12-16 12:26:48+00:00,"New leaks provide further evidence OPCW suppressed &amp; altered findings on Douma ‘chemical attack’
They lied about chemical weapons in #Syria.
They lied about massacres in #Libya 
They lied about WMDs in #Iraq
All to create a false pretext for #Endlesswars
https://t.co/DnDQCA7Pfa","New leaks provide further evidence OPCW suppressed &amp; altered findings on Douma ‘chemical attack’
They lied about chemical weapons in #Syria.
They lied about massacres in #Libya 
They lied about WMDs in #Iraq
All to create a false pretext for #Endlesswars
rt.com/news/475926-op…",1206551245848227840,0.0,0.0,0.0,0.0,1.2065512458482278e+18,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/DnDQCA7Pfa'],,,,,,,,"['Syria', 'Libya', 'Iraq', 'Endlesswars']",,RealJoelGomes,Groundskeeper Willie 🇨🇦🍁,"Time to quit anti free speech, big tech propaganda machine @twitter. Move to @Gettr gettr.com/user/infinityxx","Time to quit anti free speech, big tech propaganda machine @twitter. Move to @Gettr https://t.co/0HqI2iBeSW","[{'text': 'gettr.com/user/infinityxx', 'url': 'https://gettr.com/user/infinityxx', 'tcourl': 'https://t.co/0HqI2iBeSW', 'indices': (84, 107)}]",False,2017-02-09 20:49:22+00:00,224.0,253.0,60672.0,30038.0,3.0,4841.0,🇨🇦🍁,False,,,https://pbs.twimg.com/profile_images/1395992571793584128/-Hig4Bw1_normal.jpg,https://pbs.twimg.com/profile_banners/829794339702325248/1487883668,,829794339702325248
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/sipila_heikki/status/1206550258861383681,2019-12-16 12:22:52+00:00,"Uudet vuodot todistavat, että OPCW muutti Douman 'kemiallisen hyökkäyksen' löydöksiä... - RT

https://t.co/1kvVqQeUOf","Uudet vuodot todistavat, että OPCW muutti Douman 'kemiallisen hyökkäyksen' löydöksiä... - RT

rt.com/news/475926-op…",1206550258861383680,0.0,0.0,0.0,0.0,1.2065502588613837e+18,fi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/1kvVqQeUOf'],,,,,,,,,,sipila_heikki,Sipila Heikki Juhani,Politiikantutkija,Politiikantutkija,,False,2017-02-18 08:44:55+00:00,8.0,26.0,4519.0,3.0,0.0,3.0,"Helsinki, Suomi",False,http://www.kominform.eu,https://t.co/TH6j0Y6Dpb,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,832873515737022464
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/GordBolton/status/1206538079542005760,2019-12-16 11:34:29+00:00,@CTVNews #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #CTVqp Is Trudeau still in command of the NATO PsyOp in Syria? Why would @OPCW ignore all of the scientific evidence &amp; engineering reports indicating the event was staged by jihadis? https://t.co/q95zBwAcmR,@CTVNews #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #CTVqp Is Trudeau still in command of the NATO PsyOp in Syria? Why would @OPCW ignore all of the scientific evidence &amp; engineering reports indicating the event was staged by jihadis? rt.com/news/475926-op…,1206538079542005760,0.0,0.0,0.0,0.0,1.2065333035175363e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/q95zBwAcmR'],,,1.2065333035175363e+18,https://twitter.com/CTVNews,"[User(username='CTVNews', id=203123011, displayname='CTV News', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='OPCW', id=213792079, displayname='OPCW', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['uspoli', 'cdnpoli', 'pnpcbc', 'UKpolitics', 'auspol', 'polcan', 'eupol', 'nzpol', 'CTVpp', 'CTVqp']",,GordBolton,Bring 🇨🇦 Troops Home!,🇨🇦doesn't need to be in 🇮🇱 Wars!,🇨🇦doesn't need to be in 🇮🇱 Wars!,,False,2013-12-28 13:09:55+00:00,986.0,275.0,193904.0,6994.0,73.0,44416.0,,False,,,https://pbs.twimg.com/profile_images/1078728152774369281/Mh_3Ko-p_normal.jpg,https://pbs.twimg.com/profile_banners/2265885618/1426961884,,2265885618
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Roland59201632/status/1206517622373789697,2019-12-16 10:13:11+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/M8YKndZsna,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206517622373789696,0.0,0.0,0.0,0.0,1.2065176223737897e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/M8YKndZsna'],,,,,,,,,,Roland59201632,Roland,,,,False,2014-04-06 08:38:22+00:00,165.0,707.0,70838.0,37217.0,2.0,3372.0,,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,2430139982
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/ObscureShadow3/status/1206502940283785216,2019-12-16 09:14:51+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/xqbWvzjAJb,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206502940283785216,0.0,0.0,0.0,0.0,1.2065029402837852e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/xqbWvzjAJb'],,,,,,,,,,ObscureShadow3,Obscure Shadow ✌💪 🇸🇾🇷🇺🇮🇶🇮🇷🇵🇸🇾🇪💪✌,"SAA and their allies are true patriots and heroes of our time and an example to the world, which should be followed by all. Plus:
geoengineeringwatch.org","SAA and their allies are true patriots and heroes of our time and an example to the world, which should be followed by all. Plus:
https://t.co/7DaHhdQwjM","[{'text': 'geoengineeringwatch.org', 'url': 'http://geoengineeringwatch.org', 'tcourl': 'https://t.co/7DaHhdQwjM', 'indices': (130, 153)}]",False,2017-11-29 03:59:47+00:00,1066.0,1406.0,144377.0,157982.0,5.0,32003.0,,False,,,https://pbs.twimg.com/profile_images/935724046767058944/o9WLjrYO_normal.jpg,https://pbs.twimg.com/profile_banners/935719917499723776/1511928984,,935719917499723776
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Lloydhart13/status/1206490022305615873,2019-12-16 08:23:31+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/MjFx2YgIbF,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206490022305615872,0.0,0.0,0.0,0.0,1.206490022305616e+18,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/MjFx2YgIbF'],,,,,,,,,,Lloydhart13,Lloyd hart,,,,False,2019-11-08 16:58:11+00:00,780.0,1930.0,81409.0,67095.0,5.0,1593.0,,False,,,https://pbs.twimg.com/profile_images/1192850421171118080/uPdMWpJ3_normal.jpg,https://pbs.twimg.com/profile_banners/1192848654463193089/1612844073,,1192848654463193088
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/trappedsoldier/status/1206468771373649920,2019-12-16 06:59:04+00:00,"世界はOPCWスキャンダルに怒るべき！　「シリア政府が化学兵器を使用した」ことへの報復として、米英仏が空爆。しかしOPCW現地調査チームが、塩素ガスで空爆というストーリーに疑問を呈する報告。すると、国連組織であるOPCWが調査チームを排除し最終報告。空爆正当化のため！
https://t.co/vvPN939VD0","世界はOPCWスキャンダルに怒るべき！　「シリア政府が化学兵器を使用した」ことへの報復として、米英仏が空爆。しかしOPCW現地調査チームが、塩素ガスで空爆というストーリーに疑問を呈する報告。すると、国連組織であるOPCWが調査チームを排除し最終報告。空爆正当化のため！
rt.com/news/475926-op…",1206468771373649920,0.0,11.0,8.0,0.0,1.20646877137365e+18,ja,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/vvPN939VD0'],,,,,,,,,,trappedsoldier,mko,"嘘で戦争を始めることができるが、それを止められるのは真実
　　　―ジュリアン・アサンジ
Too many false flags in the world!","嘘で戦争を始めることができるが、それを止められるのは真実
　　　―ジュリアン・アサンジ
Too many false flags in the world!",,False,2010-10-27 05:07:38+00:00,5987.0,1102.0,203919.0,351.0,217.0,5702.0,,False,,,https://pbs.twimg.com/profile_images/848072578392408064/3AtUuyWv_normal.jpg,,,208382303
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/Ndakoma/status/1206463426337366017,2019-12-16 06:37:50+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ https://t.co/e6CT7kfLnB,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ rt.com/news/475926-op…,1206463426337366016,0.0,0.0,0.0,0.0,1.206463426337366e+18,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/e6CT7kfLnB'],,,,,,,,,,Ndakoma,Ndakoma,,,,False,2011-09-07 00:42:23+00:00,9.0,7.0,9150.0,5.0,1.0,948.0,,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,369233586
OPCW has deliberately falsified Douma report to blame the Assad Government,https://twitter.com/SaibaWriting/status/1206397876936425472,2019-12-16 02:17:22+00:00,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News https://t.co/0b3kL6USIN,New leaks provide further evidence that OPCW suppressed &amp; altered findings on Douma ‘chemical attack’ — RT World News rt.com/news/475926-op…,1206397876936425472,0.0,1.0,1.0,0.0,1.2063978769364255e+18,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://www.rt.com/news/475926-opcw-leaks-report-syria-chemical/'],['https://t.co/0b3kL6USIN'],,,,,,,,,,SaibaWriting,Saiba Cassone,"Writer ,peace maker,love the truth,nothing to do with greed and lies yo
twitter you are asking for my date of birth,sorry  your setting it is not
working ..","Writer ,peace maker,love the truth,nothing to do with greed and lies yo
twitter you are asking for my date of birth,sorry  your setting it is not
working ..",,False,2016-04-29 22:15:53+00:00,1827.0,4110.0,14251.0,9776.0,9.0,295.0,Daly city CA,False,http://saibaevolutionarywriting.com,https://t.co/1NwCiatGqW,https://pbs.twimg.com/profile_images/1484725964164591616/opCTVzxi_normal.jpg,https://pbs.twimg.com/profile_banners/726173181929627648/1526072855,,726173181929627648
